Yorum,Etiket
"çok iyi bir ürün kalıbı tam alırsanız azda vücudunuz varsa mis gibi gösteriyor,sevgilimden bicepsleein ne kadar büyük diye iltifat bile almışlığım var öte yandan ne boğaz tarafı genişledi ne de çekme salma yaptı harika bir ürün",1
Çok güzel bir ürün gayet kullanışlı,1
tam bedeninizi alın,1
Güvenle kendi bedeninizi alabilirsiniz kaliteli ürün gerçekten,1
mükemmel bu fiyata,1
Altınyıldız kalitesi👍Kalıbı boyu çok iyi 👍,1
gayet iyi ve rahat,1
Siyah tişort hastalari alsin eşime aldik kalite,1
Çok kaliteli bayıldım iade edip bir beden büyük alacagım,1
Çok beğendim hatta tekrar almayı düşünüyorum kumaşı güzel 👍,1
harika vücudu gösteriyor çok iyi tam bedeninizi alın,1
Ben çok beğendim. Kaliteli.,1
nişanlıma aldım bayıldık harika bir tshirt❤️,1
kaliteli ve uygun tavsiye ederim,1
her dolapta bulunmasi gereken kurtarici parça,1
1.77 boy 78 kg L beden cuk oldu kalitesi ve dokusu güzel fiyatıda uygun,1
Çok kaliteli dokusu ve kesimi çok güzel tavsiye edilir,1
urun harika bedende tam,1
cok guzel penyesi kaliteli siyahi canli yaka dikisi guzel tam beden alinabilir cok yumusak bir penye degil normal esneklikte,1
"Abime almıştık , Ürün görseldekinden bile güzel geldi teşekkürler:)",1
ince penye kaliteli,1
Güzel kaliteli,1
Çok iyi hep alırım,1
Sorunsuz alışverişti tam beden…eşim için aldım,1
çok güzel kumaşı var yine aldım yine aldım,1
çok kaliteli kesinlikle tavsiye ederim👍,1
%100 pamuk çok kaliteli teşekkürler,1
Hiç düşünmeden alın gerçekten dokusu sıcaklığı kalitesi güzel,1
Çok seviyorum bu tişörtleri kendi bedeninizi alın vücuda oturuyor her erkeğin dolabında bulunması gereken bi tişört,1
Kaliteli ve güzel tam beden alınabilir,1
Kampanyadayken aldım çok iyi hem nişanlıma hemde babama aldım kalitesi güzel bendenize göre alın 🙂,1
Eşim için aldım çok beğendi,1
Merhaba . Ürün beklediğimizden de güzel geldi . Kardeşim için sipariş etmiştik. Çok kaliteli kumaşı çok güzel. Bu kadar güzel geleceğini hiç düşünmemiştik. Bence kesinlikle alınmalı bir Teşekkürler .,1
sevgilime aldim askim kocam herseyime cok yakisti,1
çok kaliteli ve tüm renklerini aldık,1
Çok beğendim nişanlıma damat bohça için aldım ince ama kaliteli,1
Kaliteli paketleme güzel 1.83boy 76 kilo m beden,1
tam beden alabilirsiniz kalite,1
Kaliteli ürün. Kendi bedeninizi alın tam kalıp.,1
Bedeninizi alın Ürün kalitesi gayet iyi.,1
Güzel ürün sevdim,1
179 80 kg L beden tam oldu. Ürün %100 Pamuk çok güzel çok rahat.,1
"Tam kalıp ,yumuşacık ve kaliteli,oğlum çok sevdi😊",1
Kumaşı harika beş tane aldım çok memnunum,1
harika çok beğendim tam bedeninizi alabilirsiniz 👍,1
güzel kampanyada Uygun'a geldi,1
ürün çok güzel geldi alabilirsiniz tavsiye ederim çok hoşuma gitti,1
Cok güzel solmuyor tam beden,1
"Güzel, beğendik",1
Kumaşı yumuşak çok kaliteli,1
Altınyıldız tartışmasız 10 numara 5 yıldız,1
"Çok güzel tam beden yumuşacık kaliteli 👍 xl aldım eşime tam oldu, tam beden alın",1
Tam beden alabilirsiniz daha öncede almıştım oğlum severek kullanıyor.,1
tek kelime ile mükemmel her rengini aldım,1
abim için aldım umarım beğenir,1
kaliteli baya,1
Kardeşim için aldım. Çok beğendi. Kendi bedeninizi alın.,1
Sevgilime çok yakıştı,1
Altinyildiz kalitesi,1
çok güzel bir şekilde elime ulaştı teşekkürler,1
gayet güzel kurtarıcı içlik,1
sevgilime aldim 182 boyunda 70-75 kilo m beden tam oturdu vucuduna cok yakisti,1
oglum için aldim. çok guzel,1
ogluma aldim cox beyendi 13 yawi var xl aldim oversize olsun,1
Ceket gömlek içine giymesi için eşime aldım güzel,1
indirime girdikçe temin ettiğim ürünler oğlum ve eşim severek giyiyorlar,1
gayet iyi kesim fln,1
eşim severek kullaniyor kullanışlı bı ürün sadece bı beden büyük alinabilir,1
Güzel klasik basic,1
tam beden alın Güzel,1
"Eşime aldım, kumaşını çok beğendik. Kalıbı tam.",1
çok kalite eşim için 4 adet aldım,1
ürün çok kaliteli geldi. bedeninize uygun alın. kesim ve kalıp tam.,1
teşekkürler çok güzel çok beğendim,1
eşime aldım beğendi. 180 boy 75 kilo m beden güzel oldu,1
biz gayet beğendik ikinci alismiz,1
tam beden alın çok rahat Altınyıldız kalitesi işte,1
"S bedenini kendim için aldım, kurtarici bir tişört",1
"sorunsuz, güzel",1
Çok kaliteli çok güzel kullanışlı.,1
AC&Co / Altınyıldız Classics kalitesi gayet güzel her renginden aldık,1
Her rengini aldım oğlum çok beğendi dokusu rengi çok güzel. teşekkürler,1
eşimin en sevdiği tişört kalıbı çok rahat,1
on numara bence alın aldırın,1
Çok güzel yıka yıka giy,1
"gözəl materialı var. boy 172, çəki 85kq, L aldım. əla oldu.",1
Hediye olarak aldım çok beğenildi,1
Yumuşacık dokusu var harika ürün,1
Çok güzel eşime aldım çok beğendi.,1
xok güzel çok begendik,1
1.90 87 kiloyum L beden tam oldu kumaşı ince fakat çok rahat,1
super kalite,1
5 Al 4 Öde kampanyası ile aldım çok güzel kalıbı kumaşı,1
gerçekten şahane birsey herkese tavsiye ederim,1
Harika ötesi,1
Çok kaliteli. Ama bir beden büyük alınsa daha güzel durur gibi.,1
Çok güzel ve rahat,1
1.78 82 kilo L beden tam istediğim gibi oldu,1
Rahat bir ürün,1
"Boy 181 kilo 96 2xL tam oldu , kumaşı çok güzel",1
çok güzel ama bir beden büyük alınabilir,1
dokusu ve kumaşı çok iyi teşekkürler,1
al aldır herkesde olmalı müthiş kocam bunlardan başka bişi giymiyor,1
Rengi tok kumaşı çok güzel hızlı teslimat ile özenli kargolama ile çarçabuk ulaştı,1
bedeninizi alın,1
Yeni elime ulaştı cok begendım kalitesi mükemmel 5 al 4 odeyle almıştım teşekkürler Altınyıldız ♥️,1
Oğluma aldım severek kullanıyor,1
Ürünü bir beden büyük alın ilk yıkamada çekiyor,1
İnanılmaz güzel kumaş bu fiyata bu ürün daha ne olsun,1
çok güzel ürünler,1
cok kaliteli tam beden alınabilir,1
siyah bir harika duruyor tavsiye ederim,1
kullanışlı rahat renkler güzel 1.70/70 kg M beden aldım çekmesse tam oldu kaliteli alınır,1
Beklediğimden çok daha iyi geldi kumaşı çok kaliteliydi,1
Ürün kalıtesi çok iyi hem kadın hem erkek kullanabilir,1
çok kaliteli ve gıüzel,1
Eşim için aldım 90 kilo XL beden güzel oldu,1
Tam beden oldu,1
daha önceden beş adet daha sipariş etmiştim çok beğendigim için tekrardan beş adet daha sipariş verdim. Tam beden ölçünüzü verebilirsiniz birebir uyacaktır .. ürun yikamada renk atması falan olmuyor kumaşı gayet kaliteli ve güzel . gözunuz kapalı alabilirsiniz mutlaka memnun kalacaksınız,1
eşim içim aldım çok güzel çıktı kalitesi,1
güzel ürün tavsiye ederim bedeninize göre alabilirsiniz,1
Gayet güzel. Bir beden büyük alınabilir salaş isteniyorsa.,0
Şekli şemali çok bozuk ve kolları acayip kısa iade ettim.,0
1.76 boyum 54 kiloyum 38 beden aldım bedeni salaş kolları düdük gibi oldu,0
👎bəyənmədim,0
"Ürün kaliteli ancak ölçüler çok yanıltıcı 38 beden aldım normalde 36 bedenim salaş olsun istedim ancak gönlek 34 gibi kollar aşırı standart boyun 1,80 kilo 65 asla omadı",0
Baya bir oversize 42 beden aldım salaş sevmeyenler en az 2 beden küçük almalı beğendim yinede duruşu sıkıntı değil güzel 👍,0
Resimdekinin aynısı 38 beden giyiniyorum kendi bedenim tam oldu teşekkür ederim 😊,0
Normal klasık beyaz gömlek,0
Aynı ürünü arkadaşımdan giyip beğenerek aldım ama kumaş kalitesinde bariz bir düşüş var iade,0
Aşırı büyük,0
begendim güzel,0
ürün kocaman,0
bune Allah aşkına,0
"Xs olmasına rağmen çok büyük oldu,iade",0
Daha önce siyah yeşil pembe renklerini almıştım aynı beden almama rağmen beyazı küçük geldi oversize değilmiş gibi 36 beden birde defolu geldi birdaha almam önermemde,0
3 sene önce yine happinessden bu gömleği almıştım ve çok kaliteliydi kaybolduğu için tekrardan istettim ama kaliteyi çok çok düşürmüşler arkadaşlar kesinlikle tavsiye etmiyorum bir daha da bu markadan alışveriş yapar mıyım bilmiyorum,0
Aşırı kalitesi kumaşı var,0
okul gömleği gini,0
over size poplin gömlek,0
"Beğenmedim, bir beden küçük alın.",0
En küçük bedenini almama rağmen çok büyük geldi hiç beğenmedim,0
"ürünün kalitesini hiç beğenmedim, aşırı derecede iç gösteriyor alacak olanlar göz önünde bulundurabilir. beden olarak oversize o yüzden 1 beden küçük alınabilir.",0
urun acayiiiip boooool 36 bden aldim geri iade etcem cok ic gosteriyo,0
çok ince ve iç gosteriyor bu yüzden iade ettim bu arada 157 boy ve 53 kilodayim 38 beden hafif oversize ve güzel duruyor,0
"Aşırı oversize , iade etmek durumunda kaldım kendi bedeninizden bir-iki beden küçük almak mantıklı olabilir .",0
"Ben sevmedim, dolaptan satıyorum",0
Dökümlü görünüyordu ama öyle değilmiş,0
Çok ince bir gömlek,0
kumaşı çok ince ve ebatı çok büyüktü en küçük bedeni almama rağmen uzun geldi üzülerek iade,0
Ürün bedeninizden daha küçük almamış rağmen çok büyük,0
Bedenim 38 olmasına göre çok büyük oldu bana mavimsinizde almıştım o tam oldu ama beyaz için söyleyemeyeceğim bunu,0
Hiç beğenmedim. En küçük bedenini almama rağmen çok kaba duruyor,0
Baya kötü bir gömlek iç çok gösteriyor oversize değil(bir beden buyuk aldım bide) Oversize istiyorsanız kesinlikle tercihiniz olmasın okul gömleği gibi,0
kumaşı kötü ütülemek çok zor.,0
aşırı aşırı büyük oldu en küçük beden almama rağmen o yüzden üzülerek iade,0
lila rengini almıştım kumaşı iyiydi ama beyaz rengi naylon gibi geldi,0
"kendime saygım yok,bu kalite bana yeter diyorsanız,çalışırım cebimdeki parayı atarım diyorsanız okeyyy, kocam çalışıyor ona kazık atayım diyorsanızzz misss 🤌 neden iade etmedin manyak diyeceksiniz denerken kirlettim.",0
ürün çok kötü salaş durmasını istiyorsanız bir beden bir büyük alin ben bir beden büyük aldım lakin kolllari biri uzun biri kısaydı,0
Çok çok ince tesettürlüler içim uygun değil,0
En küçük beden sipariş ettim ama bana sanki 40-42 beden gelmiş gibi o kadar çok büyüktü ayrıca başka markaydı ve çok kalitesizdi hiç tavsiye etmiyorum,0
"pa,ar mali gibi",0
Güzel gömlek,0
M bedeni bile çok bol geldi,0
iç gösteriyor ve büyük geldi aşırı bol kendi bedeninizden küçük alın mutlaka,0
"malesef güzel değil, turuncunun yeri daha güzel ama bedenini küçük alın,38 beden 68 kiloya büyük geldi ..",0
o kadar büyük ki küçük beden almama rağmen aşırı bol geldi,0
Bir beden küçük alın ben kendi bedenimi almama rağmen 2 beden büyük geldi kalıbı çok bol ve kumaşı ince,0
Başka bir marka geliyor. Gelen ürün de çok kalitesiz. Resimdekinden farklı ön kısmı uzun. Fiyatı düşük diye bu şekilde gönderim yapmanız hiç doğru değil,0
fazla bol bedenimi aldığım halde bol geldi,0
çok bol bir kalıp,0
Aşırı buyuk 2 beden küçük alın 42 bedeb gömlek gitmişim gibii oldu,0
babamın gömleğini giysem daha iyi iade,0
Geldiğinde üzerinde yazı vardı ama etiketi kopardığım için iade edemedim maalesef keşke biraz daha özenli olsanız,0
34 bedeni olmadığı için 36 beden sipariş verdim. Ama bu kadar büyük beklemiyordum. Evet oversize bir ürün ama bu kadar çuval gibi olmasını beklemiyordum.İade ediyorum.,0
Tesettürlüyseniz almayın kalça çok az kapatıyor ve iç gösteriyor,0
poşet gibiydi gerçekten,0
38 beden aldim kol boyu cok kisa. kesinlikle pamuk orani %75 degil olsa olsa polyesteri o orandadir. cok kotu naylon gibi kumasi,0
Yorumlara aldanıp iki beden büyük aldım. Asla kullanamıyorum doktor önlüğü gibi duruyor. Tekrar alacak olsam kendi bedenimi alırım.,0
en küçük bedeni bile çok büyük,0
Kesinlikle boyu çok uzun,0
çok geniş alacak olanlar baya küçük beden almalı,0
Cok kaliteli degil ve cok kırısıyor,0
kalıbı çok geniş iade,0
aşırı büyük eğer boyunuz 1.60 ve altında ise almayın,0
çok büyük geldi iade edicem maalesef,0
İnanılmaz kalitesiz,0
Ürün iç gösteriyor tesettürlüler için uygun değil 38 aldım çok salaş oldu o yüzden iade 👎,0
"Diğer tüm renklerini aldım ve kumaş kaliteleri çok güzeldi fakat bu ürünün kumaşı diğerlerinden farklı, çok ince",0
Ürün çok ince ve en küçük bedenini almama rağmen çok geniş durdu iade,0
"Bu gömleği önerirken keşke biraz samimi olsaydınız. Naylonumsu bi şey geldi. Giyilmesi mümkün değil, hele yazın. Gömleğin diğer renklerini bilmiyorum ama beyaz gömlek fecaatti.",0
malesef iade. kumaş kalitesi çok kötü,0
çook bol geldi en küçük beden almama rağmen bu kadar da oversize olmaz. s almama rağmen xl gibi durdu. yakası da basit,0
çok büyük geldi iade,0
Oversize değil sadece kolları düşük model,0
sarisini aldim cok begendim ama beyazi cok basit durdu hosuma gitmedi,0
36 beden almama rağmen aşırı büyük oldu erkek gömleği gibi hiç beğenmedim iade,0
Güzel bol ama,0
Aşırı büyük duruyor en küçük beden aldım çuval gibi oldu,0
gereksiz abartilmis bi urun,0
36 beden olmasına rağmen boyu fazla uzun,0
40 aldım baya uzun ve büyük geldi.degistim 38 aldım değişen bisey yoktu,0
170 boy 51 kiloyum salaş dursun diye 40 beden aldım 38 de olurmuş kumaşı biraz sert naylonumsu ona göre tercih edin,0
157 boy 55 kiloyla S beden cok aşırı büyük sanki XL gibi maalesef iade,0
ürün çok büyük geldi,0
"En düşük bedeni almama rağmen inanılmaz büyük geldi, iade etmek durumunda kaldım.",0
beyaz gömlwk işte,0
Kumaşı ütü tutmayan bir çabuk kırışan bir kumaş.,0
S 36 beden soylemishdim fakat UK bedeniyle 38 gondermishler ve cok bol,0
yıkanınca küçüldü gömlek 😖,0
"cok kotu almayin , asiri kalitesiz duruyor",0
berbat bir gömlek,0
36 beden çuval gibi oldu ve iç gösteriyor,0
Babamın bedenine göre alsam daha küçük beden gelirdi…,0
Kalıtesız otesı bırde ınfluencerlar anlata anlata bıtıremıyor yazık valla,0
bedenimi tercih etmeme rağmen çok bol,0
Cidden şu son alışverişimde trendyoldan aşırı soğudum herşeyimi sorunlu gelir yıkandı çıkmıyor kalıbı aşırı bol ve cidden pazarda 10 tlye alıncak cinsten,0
En küçük bedeni almama rağmen 164 boy 54 kilo ile xl gibi durdu üstümde iade edildi,0
"İncecik ,değil kendi bedeniniz 2 beden falan büyük alın kılları çok kısa oluyor",0
Çok geç kargolandı kumaşı çok kalitesiz s beden almama rağmen aşırı oversize ve kolları çok kısa,0
40 beden aldım aşırı büyüktu iade ettim kumaşı da eh iste büyük beklentiye girmeyin arkadaşlar,0
yapısı çok sert hiç hoş değil 36 beden aldim ve babamın gömleğini giymiş gibi büyük geldi duruşu da kötüydü,0
Ürünü hic begenmedim normal standartlardakı bır ınsana kol boyu cok kısa 38 beden olup 42 beden tercıh etmeme ragmen,0
Kumaşı hiç güzel değil 60 kg 38 beden aldım çuval gibi oldu iade ettim,0
Normalde L giymeme rağmen 36 beden aldım ama çok bol oldu beğenmedim iade ediyorum.,0
"Kalıbı çok büyük bir gömlek, kesimi hoş durmuyor",0
Cok Bol bir kalibi var. 36 beden giymeme ragmen uzerimde asiri buyuk 40 beden gibi durdu.Iade ettim,0
Kalitesini pek beğenmedim bu fiyatıyla kıyaslayınca...ben normalde üst beden 36 giyiyorum ama bu fazla oversize,0
aşırı kalitesiz bir gömlek,0
Ben beğenmedim kumaşı çok ince ve en küçük bedeni almama rağmen çok uzun geldi çok kalitesiz bir kumaşı var,0
Gerçekten çok saçma bir gömlek kolları kısa kendisi kocaman 38 beden almıştım oversize olduğunu biliyorum ama kolları gömleğe göre çok kısa beden olarak 36 da olur ama büyük ihtimal kolumun yarısına falan gelir herhalde bu fiyata alınmaz,0
"36 beden, 85 liraya aldım. 160 boy, 50 kiloyum. Kol boyu kısa geldi. İade...",0
42 almama rağmen kısa geldi,0
Asla 50₺ gömlek değil. Yeşili ve bisküvi rengi de bende mevcut ama beyaz kadar kötü değiller. Aşırı ince içine ne giyseniz köyü duruyor. 172 boy 63 kilo 36 beden oversize oluyor,0
42 beden aldım ürün kısacık ve yikandiginda daha çok çeker gibi tesettürlüyseniz tercih etmeyin,0
İlk geldiğinde hoşuma gitmişti ama kumaşı o kadar kalın ki yıkandıktan sonra assla ütülenmiyor çok kaba duruyor hiç hoşuma gitmedi 👎🏻,0
Herkes kendi bedenini alsın bol geri iade edicem,0
Kumaşı bildiğin naylon harika yazmışlar bir de skskakdkdk…Bildiğin hışır hışır ediyor bu kumaş ya cidden.%70 pamuk yazmışsınız bir de :D ??İade…,0
Kalıbı büyük geldi 36 almıştım 42 kiloyum,0
"170 boy 60 kilo M beden aldım ama kolları falan kısa geldi. Üstüne süveterle elbise gibi giyerim diyordum ama boyu asla öyle oversize durmadı. Kumaşı bi garip, kalitesiz bayağı o yüzden iade ediyorum",0
Boyu biraz uzun geldi ama beğendim,0
163-56 kiloyum 36 beden aldım tamam zaten oversize bir ürün ama babamın gömleğini giymişim gibi duruyor yaka kısmını sevemedim kalitesi de hiç güzel değil güzel bir parçayla giysen kombini o kadar kalitesiz gösteriyor ki o yüzden iade bir kere alın güzel bir şey alın bence,0
Kalemle çizilmiş geldi,0
kalitesiz ve cok büyük oldu iade,0
"cok incecik bi sey geldi ic belli eder kalitesiz yani, halbuki bu gömleğin en az 7 rengini almisimdir hicbiri bu kalitede degildi sasirdim o yuzden beyaz alirken dikkat edin digerleri guzeldi",0
Kendi ürününüzü size yolladım hatalı ürünü firmaya yolladınız mı 1 ay oldu nerdeyse hem paramdan hem pantolonlarımdan oldum.,0
Sanırım biri traş olmuş gömlekle!,0
Sanki bir tul parcasi kesinlikle almayin almayin almayin,0
38 beden resmen 44 beden gibi bu nasıl 38 beden ya,0
Bigdart marka gelıyor bazı renkler ve bu marka maalesef happinessten farklı kalıpta calısıyor . Kısa ve daha dar bu yuzden iade edıyorum ve şansa sipariş oluşturuyorum hangısı gelırse. Bu markayı her defasında ıade etmekten sıkıldım,0
